DATAFLOW,LAST UPDATE,freq,size_emp,nace_r2,indic_is,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EL,2017,87.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,ES,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,ES,2015,98.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,ES,2016,98.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,ES,2017,99.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU15,2014,90.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU15,2016,91.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU27_2007,2014,90.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU27_2007,2016,91.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU27_2020,2014,89.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU27_2020,2015,91.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU27_2020,2016,91.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU28,2014,90.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,EU28,2016,91.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,FI,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,FI,2016,92.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,FR,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,FR,2016,98.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HR,2014,96.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HR,2015,89.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HR,2016,90.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HR,2017,96.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HU,2014,88.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HU,2015,90.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HU,2016,92.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,HU,2017,93.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,IE,2014,52.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,IE,2016,96.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,IS,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,IT,2014,96.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,IT,2016,96.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LT,2014,98.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LT,2015,98.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LT,2016,98.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LT,2017,98.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LU,2014,99.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LU,2016,99.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LV,2014,97.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,LV,2016,97.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,ME,2016,70.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,MK,2014,78.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,MK,2016,94.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,MT,2014,97.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,MT,2015,96.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,MT,2016,96.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NL,2014,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NL,2015,99.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NL,2016,98.9,b
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NL,2017,98.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NO,2014,97.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NO,2015,97.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NO,2016,96.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,NO,2017,94.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,PL,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,PL,2015,92.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,PL,2016,93.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,PL,2017,94.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,PT,2014,90.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,PT,2015,91.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,PT,2016,90.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,RO,2014,84.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,RO,2016,82.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,RO,2017,84.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,RS,2014,99.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,RS,2017,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SE,2014,94.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SE,2016,84.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SI,2014,98.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SI,2015,98.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SI,2016,98.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SK,2014,94.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SK,2015,96.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SK,2016,95.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,SK,2017,96.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,UK,2014,95.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT,UK,2016,95.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,AT,2014,95.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,AT,2015,95.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,AT,2016,96.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BE,2014,99.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BE,2015,99.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BE,2016,99.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BE,2017,99.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BG,2014,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BG,2015,99.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BG,2016,99.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,BG,2017,99.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,CY,2014,99.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,CY,2015,99.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,CY,2016,99.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,CY,2017,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,CZ,2014,99.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,CZ,2015,99.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,CZ,2016,99.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,DE,2014,82.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,DE,2015,85.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,DE,2016,78.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,DK,2014,91.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,DK,2015,94.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,DK,2016,96.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EA,2014,90.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EA,2016,92.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EE,2014,99.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EE,2015,98.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EE,2016,96.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EE,2017,97.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EL,2015,95.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EL,2016,99.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EL,2017,98.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,ES,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,ES,2015,99.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,ES,2016,99.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,ES,2017,99.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU15,2014,92.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU15,2016,92.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU27_2007,2014,93.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU27_2007,2016,94.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU27_2020,2014,92.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU27_2020,2015,94.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU27_2020,2016,93.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU28,2014,93.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,EU28,2016,94.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,FI,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,FI,2016,92.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,FR,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,FR,2016,99.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HR,2014,100.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HR,2015,99.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HR,2016,99.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HR,2017,100.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HU,2014,97.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HU,2015,98.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HU,2016,99.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,HU,2017,98.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,IE,2014,53.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,IE,2016,97.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,IS,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,IT,2014,98.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,IT,2016,97.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LT,2014,98.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LT,2015,98.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LT,2016,98.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LT,2017,98.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LU,2014,99.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LU,2016,99.2,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LV,2014,99.6,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,LV,2016,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,ME,2016,73.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,MK,2014,82.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,MK,2016,99.0,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,MT,2014,99.4,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,MT,2015,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,MT,2016,98.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NL,2014,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NL,2015,99.3,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NL,2016,98.9,b
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NL,2017,98.9,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NO,2014,99.1,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NO,2015,98.8,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NO,2016,97.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,NO,2017,95.7,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,PL,2014,,u
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,PL,2015,98.5,
ESTAT:ISOC_EB_ICS(1.0),08/12/23 11:00:00,A,10-249,C10-S951_X_K,E_INV3R_MP_GT0,PC_ENT_CUSE,PL,2016,98.8,
